,bra size,cup size,fit,height,hips,item_id,length,quality,size,user_id,waist,hip_waist_ratio
18976,34.0,d,fit,66.0,39.224137931034484,265153,just right,5.0,12,770626,31.53448275862069,0.8039560439560439
18979,32.0,ddd/f,small,62.0,39.224137931034484,265153,just right,2.0,12,922787,31.53448275862069,0.8039560439560439
18981,38.0,c,fit,64.0,39.224137931034484,265669,just right,5.0,15,418351,31.53448275862069,0.8039560439560439
18982,34.0,a,fit,66.0,39.224137931034484,265669,just right,4.0,4,970114,31.53448275862069,0.8039560439560439
18983,36.0,b,fit,68.0,39.224137931034484,266020,slightly short,4.0,8,677099,31.53448275862069,0.8039560439560439
18984,32.0,d,fit,68.0,39.224137931034484,266550,just right,5.0,5,136842,31.53448275862069,0.8039560439560439
18986,32.0,,fit,65.0,39.224137931034484,266612,just right,5.0,12,523306,31.53448275862069,0.8039560439560439
18988,38.0,d,fit,67.0,39.224137931034484,266612,just right,5.0,15,898005,31.53448275862069,0.8039560439560439
18990,34.0,d,fit,63.0,39.224137931034484,267375,just right,5.0,8,526283,31.53448275862069,0.8039560439560439
18991,48.0,ddd/f,large,64.0,39.224137931034484,267375,just right,2.0,26,322600,31.53448275862069,0.8039560439560439
18992,36.0,c,large,62.0,39.224137931034484,267375,just right,5.0,15,682299,31.53448275862069,0.8039560439560439
18993,38.0,,large,66.0,39.224137931034484,267375,just right,4.0,20,528507,31.53448275862069,0.8039560439560439
18994,40.0,b,large,68.0,39.224137931034484,267375,just right,4.0,26,714427,31.53448275862069,0.8039560439560439
18995,30.0,d,large,66.0,39.224137931034484,267375,just right,4.0,4,795813,31.53448275862069,0.8039560439560439
18996,38.0,b,small,64.0,39.224137931034484,267375,just right,4.0,12,895129,31.53448275862069,0.8039560439560439
18997,32.0,b,fit,67.0,39.224137931034484,268252,just right,2.0,1,712076,31.53448275862069,0.8039560439560439
18998,32.0,c,large,62.0,39.224137931034484,268252,just right,5.0,4,98585,31.53448275862069,0.8039560439560439
19000,34.0,d,fit,66.0,39.224137931034484,268252,just right,4.0,8,991571,31.53448275862069,0.8039560439560439
19001,36.0,ddd/f,large,66.0,39.224137931034484,268252,just right,5.0,15,18089,31.53448275862069,0.8039560439560439
19002,34.0,c,fit,64.0,39.224137931034484,269063,slightly long,5.0,7,175043,31.53448275862069,0.8039560439560439
19003,34.0,c,fit,68.0,39.224137931034484,269063,slightly short,3.0,7,205646,31.53448275862069,0.8039560439560439
19004,30.0,c,large,68.0,39.224137931034484,269063,just right,3.0,5,180894,31.53448275862069,0.8039560439560439
19005,36.0,dd/e,fit,66.0,39.224137931034484,269063,just right,4.0,9,4559,31.53448275862069,0.8039560439560439
19008,34.0,dd/e,fit,64.0,39.224137931034484,269063,just right,4.0,7,49354,31.53448275862069,0.8039560439560439
19010,32.0,c,large,58.0,39.224137931034484,269063,just right,5.0,5,284945,31.53448275862069,0.8039560439560439
19680,38.0,dd/e,large,67.0,39.224137931034484,269271,just right,4.0,20,300572,31.53448275862069,0.8039560439560439
19681,32.0,c,fit,65.0,39.224137931034484,269271,just right,2.0,8,127450,31.53448275862069,0.8039560439560439
19683,34.0,b,fit,62.0,39.224137931034484,269271,slightly long,5.0,4,216230,31.53448275862069,0.8039560439560439
19685,34.0,b,fit,66.0,39.224137931034484,269276,just right,4.0,1,674808,31.53448275862069,0.8039560439560439
19691,34.0,b,fit,69.0,39.224137931034484,270092,just right,5.0,8,255203,31.53448275862069,0.8039560439560439
19692,34.0,b,fit,65.0,39.224137931034484,270092,just right,5.0,4,438485,31.53448275862069,0.8039560439560439
19695,,ddd/f,large,63.0,39.224137931034484,270092,just right,5.0,4,29453,31.53448275862069,0.8039560439560439
19696,32.0,c,fit,58.0,39.224137931034484,270092,slightly long,4.0,4,73742,31.53448275862069,0.8039560439560439
19700,34.0,a,fit,63.0,39.224137931034484,270092,just right,5.0,4,243524,31.53448275862069,0.8039560439560439
19703,34.0,b,large,66.0,39.224137931034484,270173,just right,5.0,8,472775,31.53448275862069,0.8039560439560439
19709,34.0,b,fit,67.0,39.224137931034484,270173,just right,5.0,4,194413,31.53448275862069,0.8039560439560439
19710,36.0,d,fit,68.0,39.224137931034484,270173,just right,4.0,12,342774,31.53448275862069,0.8039560439560439
19712,32.0,d,fit,68.0,39.224137931034484,270173,slightly long,5.0,4,692618,31.53448275862069,0.8039560439560439
19714,34.0,c,fit,63.0,39.224137931034484,271153,just right,5.0,8,351747,31.53448275862069,0.8039560439560439
19715,32.0,c,fit,68.0,39.224137931034484,271153,just right,5.0,1,841125,31.53448275862069,0.8039560439560439
19716,34.0,b,large,64.0,39.224137931034484,271153,just right,5.0,8,372975,31.53448275862069,0.8039560439560439
19717,36.0,b,fit,63.0,39.224137931034484,271729,just right,4.0,12,10591,31.53448275862069,0.8039560439560439
19719,32.0,d,small,63.0,39.224137931034484,272784,slightly long,4.0,4,840117,31.53448275862069,0.8039560439560439
19722,34.0,b,large,68.0,39.224137931034484,273646,just right,4.0,4,848299,31.53448275862069,0.8039560439560439
19724,36.0,c,large,66.0,39.224137931034484,273646,slightly long,5.0,12,910192,31.53448275862069,0.8039560439560439
19725,32.0,d,fit,65.0,39.224137931034484,273646,slightly long,5.0,1,534298,31.53448275862069,0.8039560439560439
19726,32.0,b,fit,69.0,39.224137931034484,273646,slightly long,5.0,1,691219,31.53448275862069,0.8039560439560439
19727,30.0,b,fit,64.0,39.224137931034484,274146,just right,4.0,1,173859,31.53448275862069,0.8039560439560439
19731,36.0,a,small,66.0,39.224137931034484,275522,just right,4.0,8,192530,31.53448275862069,0.8039560439560439
19733,34.0,d,fit,63.0,39.224137931034484,276215,just right,4.0,8,574614,31.53448275862069,0.8039560439560439
19736,32.0,d,small,68.0,39.224137931034484,276941,just right,4.0,8,536772,31.53448275862069,0.8039560439560439
19737,36.0,d,fit,62.0,39.224137931034484,276941,slightly long,5.0,8,978609,31.53448275862069,0.8039560439560439
19739,,,fit,,39.224137931034484,276941,just right,5.0,15,21294,31.53448275862069,0.8039560439560439
19743,36.0,c,small,67.0,39.224137931034484,276956,just right,5.0,12,500448,31.53448275862069,0.8039560439560439
19749,36.0,b,fit,66.0,39.224137931034484,277758,just right,4.0,12,978967,31.53448275862069,0.8039560439560439
19751,36.0,d,large,60.0,39.224137931034484,277758,very long,5.0,15,129789,31.53448275862069,0.8039560439560439
19752,34.0,d,large,66.0,39.224137931034484,277758,just right,3.0,8,67513,31.53448275862069,0.8039560439560439
19754,34.0,b,fit,69.0,39.224137931034484,277758,just right,5.0,4,515707,31.53448275862069,0.8039560439560439
19758,,,large,68.0,39.224137931034484,278117,just right,5.0,12,819628,31.53448275862069,0.8039560439560439
19759,34.0,dd/e,large,66.0,39.224137931034484,278117,just right,5.0,8,233266,31.53448275862069,0.8039560439560439
19760,36.0,a,large,70.0,39.224137931034484,278117,just right,5.0,4,945101,31.53448275862069,0.8039560439560439
19761,36.0,c,fit,67.0,39.224137931034484,278326,just right,5.0,12,919251,31.53448275862069,0.8039560439560439
19763,32.0,dd/e,small,60.0,39.224137931034484,278772,just right,5.0,4,699052,31.53448275862069,0.8039560439560439
19764,,,large,67.0,39.224137931034484,278772,slightly long,4.0,4,585022,31.53448275862069,0.8039560439560439
19765,,dd/e,small,65.0,39.224137931034484,278772,slightly short,3.0,26,547096,31.53448275862069,0.8039560439560439
19766,34.0,d,fit,64.0,39.224137931034484,278772,just right,5.0,15,171318,31.53448275862069,0.8039560439560439
19768,32.0,c,small,63.0,39.224137931034484,278772,slightly short,3.0,8,746623,31.53448275862069,0.8039560439560439
19769,34.0,dd/e,small,64.0,39.224137931034484,278772,just right,5.0,12,771999,31.53448275862069,0.8039560439560439
19770,34.0,d,large,63.0,39.224137931034484,279440,just right,5.0,8,58510,31.53448275862069,0.8039560439560439
19771,40.0,b,small,71.0,39.224137931034484,279440,just right,5.0,32,636006,31.53448275862069,0.8039560439560439
19772,38.0,c,large,66.0,39.224137931034484,279440,just right,5.0,15,342438,31.53448275862069,0.8039560439560439
19774,34.0,d,fit,63.0,39.224137931034484,279440,just right,5.0,8,179950,31.53448275862069,0.8039560439560439
19776,36.0,b,fit,69.0,39.224137931034484,279440,just right,5.0,12,312557,31.53448275862069,0.8039560439560439
19777,36.0,j,small,65.0,39.224137931034484,279440,just right,5.0,26,470275,31.53448275862069,0.8039560439560439
19779,32.0,c,large,66.0,39.224137931034484,279698,slightly long,5.0,4,155439,31.53448275862069,0.8039560439560439
19780,38.0,b,fit,65.0,39.224137931034484,280651,slightly short,5.0,15,376377,31.53448275862069,0.8039560439560439
19782,,,small,67.0,39.224137931034484,280651,slightly short,4.0,12,791528,31.53448275862069,0.8039560439560439
19783,40.0,ddd/f,small,66.0,39.224137931034484,281131,just right,4.0,15,766604,31.53448275862069,0.8039560439560439
19784,32.0,b,large,60.0,39.224137931034484,281131,slightly long,4.0,1,185820,31.53448275862069,0.8039560439560439
19786,32.0,ddd/f,large,66.0,39.224137931034484,281131,slightly long,5.0,8,128899,31.53448275862069,0.8039560439560439
19787,36.0,c,large,66.0,39.224137931034484,281131,just right,4.0,12,108691,31.53448275862069,0.8039560439560439
19789,,,large,66.0,39.224137931034484,281131,very long,3.0,12,420113,31.53448275862069,0.8039560439560439
19790,32.0,a,large,63.0,39.224137931034484,281131,slightly long,4.0,4,79910,31.53448275862069,0.8039560439560439
19792,30.0,b,fit,66.0,39.224137931034484,281294,just right,5.0,4,446903,31.53448275862069,0.8039560439560439
19793,34.0,dd/e,fit,64.0,39.224137931034484,281294,just right,4.0,8,582990,31.53448275862069,0.8039560439560439
19795,36.0,dd/e,fit,63.0,39.224137931034484,281798,just right,3.0,12,219782,31.53448275862069,0.8039560439560439
19796,34.0,,fit,69.0,39.224137931034484,282501,slightly long,3.0,12,654588,31.53448275862069,0.8039560439560439
19799,44.0,c,small,62.0,39.224137931034484,282540,slightly long,4.0,26,770597,31.53448275862069,0.8039560439560439
19806,38.0,d,fit,68.0,39.224137931034484,283646,slightly long,5.0,12,487450,31.53448275862069,0.8039560439560439
19807,36.0,b,large,68.0,39.224137931034484,283646,slightly long,2.0,8,612866,31.53448275862069,0.8039560439560439
19808,30.0,b,fit,64.0,39.224137931034484,283919,slightly long,5.0,1,173859,31.53448275862069,0.8039560439560439
19809,34.0,c,fit,63.0,39.224137931034484,284421,very long,5.0,8,999843,31.53448275862069,0.8039560439560439
19811,38.0,ddd/f,fit,69.0,39.224137931034484,285283,slightly short,4.0,15,381238,31.53448275862069,0.8039560439560439
19813,40.0,d,large,60.0,39.224137931034484,285283,slightly long,5.0,15,140219,31.53448275862069,0.8039560439560439
19814,36.0,b,fit,63.0,39.224137931034484,285447,just right,3.0,12,963527,31.53448275862069,0.8039560439560439
19815,34.0,c,large,62.0,39.224137931034484,285967,just right,5.0,12,508479,31.53448275862069,0.8039560439560439
19818,34.0,ddd/f,fit,67.0,39.224137931034484,286965,just right,5.0,12,208145,31.53448275862069,0.8039560439560439
19819,28.0,ddd/f,fit,62.0,39.224137931034484,287009,just right,5.0,0,535066,31.53448275862069,0.8039560439560439
19822,36.0,dd/e,small,67.0,39.224137931034484,287810,just right,5.0,12,530755,31.53448275862069,0.8039560439560439
19824,36.0,d,fit,64.0,39.224137931034484,288164,just right,5.0,8,527492,31.53448275862069,0.8039560439560439
19825,32.0,,fit,68.0,39.224137931034484,288164,just right,4.0,8,661011,31.53448275862069,0.8039560439560439
19826,34.0,b,fit,61.0,39.224137931034484,288164,very long,5.0,4,997384,31.53448275862069,0.8039560439560439
19827,34.0,d,small,65.0,39.224137931034484,288164,just right,3.0,8,748765,31.53448275862069,0.8039560439560439
19831,32.0,dd/e,fit,63.0,39.224137931034484,289097,just right,5.0,8,910091,31.53448275862069,0.8039560439560439
19833,34.0,d,fit,64.0,39.224137931034484,289097,just right,5.0,15,171318,31.53448275862069,0.8039560439560439
19834,38.0,ddd/f,fit,62.0,39.224137931034484,289878,just right,5.0,20,183431,31.53448275862069,0.8039560439560439
19837,38.0,h,fit,67.0,39.224137931034484,290868,just right,5.0,15,91703,31.53448275862069,0.8039560439560439
19841,28.0,c,large,62.0,39.224137931034484,291083,slightly long,3.0,1,184328,31.53448275862069,0.8039560439560439
19842,36.0,dd/e,fit,66.0,39.224137931034484,291867,just right,5.0,12,255994,31.53448275862069,0.8039560439560439
19843,32.0,c,fit,68.0,39.224137931034484,291867,just right,4.0,4,841125,31.53448275862069,0.8039560439560439
19846,34.0,c,fit,62.0,39.224137931034484,291867,just right,4.0,8,759651,31.53448275862069,0.8039560439560439
19847,32.0,ddd/f,fit,66.0,39.224137931034484,291867,just right,5.0,8,149352,31.53448275862069,0.8039560439560439
19848,36.0,b,small,65.0,39.224137931034484,291867,just right,4.0,12,629658,31.53448275862069,0.8039560439560439
19849,34.0,d,fit,64.0,39.224137931034484,292355,just right,5.0,15,171318,31.53448275862069,0.8039560439560439
19850,44.0,dd/e,fit,67.0,39.224137931034484,292355,just right,4.0,15,995011,31.53448275862069,0.8039560439560439
19852,32.0,d,large,70.0,39.224137931034484,292816,slightly long,5.0,4,571585,31.53448275862069,0.8039560439560439
19854,32.0,ddd/f,fit,66.0,39.224137931034484,292816,just right,5.0,8,128899,31.53448275862069,0.8039560439560439
19855,38.0,b,fit,67.0,39.224137931034484,292816,just right,5.0,12,735850,31.53448275862069,0.8039560439560439
19857,38.0,c,large,68.0,39.224137931034484,292816,very long,5.0,15,203527,31.53448275862069,0.8039560439560439
19858,34.0,dd/e,large,61.0,39.224137931034484,292816,slightly long,5.0,12,508781,31.53448275862069,0.8039560439560439
19860,34.0,c,fit,67.0,39.224137931034484,293629,just right,5.0,4,602052,31.53448275862069,0.8039560439560439
19861,40.0,ddd/f,fit,66.0,39.224137931034484,293688,just right,5.0,26,766604,31.53448275862069,0.8039560439560439
19865,48.0,dd/e,small,62.0,39.224137931034484,294043,just right,3.0,38,667171,31.53448275862069,0.8039560439560439
19866,42.0,c,fit,65.0,39.224137931034484,294043,just right,5.0,20,231365,31.53448275862069,0.8039560439560439
19869,36.0,c,fit,71.0,39.224137931034484,294941,slightly long,5.0,11,746032,31.53448275862069,0.8039560439560439
19870,36.0,d,fit,64.0,39.224137931034484,294941,just right,3.0,9,62208,31.53448275862069,0.8039560439560439
19871,34.0,d,small,61.0,39.224137931034484,294941,slightly long,5.0,9,764721,31.53448275862069,0.8039560439560439
19873,34.0,c,large,68.0,39.224137931034484,294960,very long,3.0,7,205646,31.53448275862069,0.8039560439560439
19874,30.0,b,fit,64.0,39.224137931034484,294960,slightly long,5.0,3,173859,31.53448275862069,0.8039560439560439
19875,36.0,d,small,67.0,39.224137931034484,294960,just right,4.0,11,849313,31.53448275862069,0.8039560439560439
19876,44.0,b,fit,71.0,39.224137931034484,294960,just right,5.0,27,545243,31.53448275862069,0.8039560439560439
19877,,,large,63.0,39.224137931034484,295943,just right,5.0,7,252402,31.53448275862069,0.8039560439560439
19880,36.0,c,fit,64.0,39.224137931034484,295943,just right,5.0,11,326674,31.53448275862069,0.8039560439560439
19882,30.0,a,fit,61.0,39.224137931034484,296018,just right,5.0,4,659011,31.53448275862069,0.8039560439560439
19883,32.0,b,fit,62.0,39.224137931034484,296018,just right,4.0,4,346689,31.53448275862069,0.8039560439560439
19884,32.0,b,fit,67.0,39.224137931034484,296419,just right,5.0,4,743410,31.53448275862069,0.8039560439560439
19886,40.0,dd/e,fit,66.0,39.224137931034484,296600,just right,4.0,15,7694,31.53448275862069,0.8039560439560439
19887,32.0,b,fit,63.0,39.224137931034484,296600,just right,2.0,4,178925,31.53448275862069,0.8039560439560439
19888,40.0,b,fit,66.0,39.224137931034484,296600,just right,5.0,15,224162,31.53448275862069,0.8039560439560439
19892,32.0,c,fit,66.0,39.224137931034484,298256,just right,4.0,8,560142,31.53448275862069,0.8039560439560439
19893,34.0,c,fit,67.0,39.224137931034484,298256,just right,5.0,12,575252,31.53448275862069,0.8039560439560439
19895,32.0,b,fit,65.0,39.224137931034484,298256,just right,5.0,8,50819,31.53448275862069,0.8039560439560439
20422,36.0,b,small,61.0,39.224137931034484,298818,slightly long,5.0,4,821369,31.53448275862069,0.8039560439560439
20423,32.0,b,small,60.0,39.224137931034484,298818,slightly long,4.0,1,102291,31.53448275862069,0.8039560439560439
20425,32.0,b,fit,61.0,39.224137931034484,299027,just right,3.0,1,580418,31.53448275862069,0.8039560439560439
20428,32.0,ddd/f,small,67.0,39.224137931034484,299027,very short,2.0,8,572934,31.53448275862069,0.8039560439560439
20429,36.0,dd/e,fit,63.0,39.224137931034484,299027,just right,5.0,15,986109,31.53448275862069,0.8039560439560439
20430,34.0,b,fit,62.0,39.224137931034484,299027,just right,5.0,4,554450,31.53448275862069,0.8039560439560439
20431,34.0,c,fit,64.0,39.224137931034484,299755,just right,5.0,8,567770,31.53448275862069,0.8039560439560439
20434,32.0,c,fit,68.0,39.224137931034484,300722,just right,5.0,3,841125,31.53448275862069,0.8039560439560439
20435,40.0,c,large,62.0,39.224137931034484,301053,slightly long,4.0,15,635714,31.53448275862069,0.8039560439560439
20438,32.0,c,fit,68.0,39.224137931034484,301325,just right,5.0,4,841125,31.53448275862069,0.8039560439560439
20439,34.0,dd/e,small,61.0,39.224137931034484,301325,just right,5.0,4,407044,31.53448275862069,0.8039560439560439
20440,32.0,c,fit,64.0,39.224137931034484,301771,just right,4.0,4,37429,31.53448275862069,0.8039560439560439
20441,34.0,b,fit,66.0,39.224137931034484,301771,just right,5.0,8,249259,31.53448275862069,0.8039560439560439
20442,32.0,b,small,60.0,39.224137931034484,301771,just right,5.0,1,102291,31.53448275862069,0.8039560439560439
20446,34.0,,fit,62.0,39.224137931034484,302594,just right,4.0,8,314766,31.53448275862069,0.8039560439560439
20449,36.0,c,fit,65.0,39.224137931034484,303219,just right,4.0,8,879991,31.53448275862069,0.8039560439560439
20452,32.0,c,fit,63.0,39.224137931034484,303502,just right,4.0,4,234552,31.53448275862069,0.8039560439560439
20454,34.0,b,fit,63.0,39.224137931034484,304462,slightly long,5.0,4,731393,31.53448275862069,0.8039560439560439
20456,32.0,c,large,64.0,39.224137931034484,304710,just right,4.0,8,4623,31.53448275862069,0.8039560439560439
20457,32.0,c,fit,61.0,39.224137931034484,304710,just right,5.0,1,863772,31.53448275862069,0.8039560439560439
20458,32.0,c,fit,63.0,39.224137931034484,304710,slightly short,4.0,8,746623,31.53448275862069,0.8039560439560439
20459,32.0,c,fit,68.0,39.224137931034484,304710,just right,5.0,4,841125,31.53448275862069,0.8039560439560439
20460,32.0,ddd/f,fit,67.0,39.224137931034484,304710,just right,5.0,12,94957,31.53448275862069,0.8039560439560439
20462,32.0,ddd/f,small,67.0,39.224137931034484,304860,just right,4.0,8,40409,31.53448275862069,0.8039560439560439
20464,34.0,c,large,62.0,39.224137931034484,304860,slightly long,4.0,4,642701,31.53448275862069,0.8039560439560439
20465,32.0,a,fit,64.0,39.224137931034484,305650,just right,5.0,4,522451,31.53448275862069,0.8039560439560439
20467,34.0,a,fit,62.0,39.224137931034484,305650,just right,2.0,4,16649,31.53448275862069,0.8039560439560439
20468,36.0,c,small,67.0,39.224137931034484,305650,just right,3.0,15,44833,31.53448275862069,0.8039560439560439
20469,36.0,c,small,67.0,39.224137931034484,305650,just right,5.0,12,486204,31.53448275862069,0.8039560439560439
20470,38.0,a,large,65.0,39.224137931034484,305650,just right,5.0,15,779367,31.53448275862069,0.8039560439560439
20471,42.0,c,large,70.0,39.224137931034484,305650,just right,3.0,32,329542,31.53448275862069,0.8039560439560439
20472,30.0,aa,fit,64.0,39.224137931034484,305650,just right,5.0,8,182039,31.53448275862069,0.8039560439560439
20474,36.0,dd/e,large,66.0,39.224137931034484,305650,just right,5.0,15,255994,31.53448275862069,0.8039560439560439
20475,40.0,d,fit,68.0,39.224137931034484,305650,slightly short,5.0,20,848680,31.53448275862069,0.8039560439560439
20476,38.0,c,large,69.0,39.224137931034484,306037,just right,3.0,12,728562,31.53448275862069,0.8039560439560439
20477,34.0,c,fit,67.0,39.224137931034484,307020,just right,5.0,12,759006,31.53448275862069,0.8039560439560439
20478,32.0,b,fit,67.0,39.224137931034484,307020,just right,5.0,4,186261,31.53448275862069,0.8039560439560439
20479,34.0,c,large,64.0,39.224137931034484,307020,just right,4.0,8,567770,31.53448275862069,0.8039560439560439
20480,36.0,b,fit,67.0,39.224137931034484,307020,just right,5.0,12,447395,31.53448275862069,0.8039560439560439
20482,40.0,ddd/f,large,63.0,39.224137931034484,307020,slightly long,5.0,26,681023,31.53448275862069,0.8039560439560439
20484,42.0,b,small,70.0,39.224137931034484,307929,slightly short,5.0,26,82617,31.53448275862069,0.8039560439560439
20485,36.0,b,fit,68.0,39.224137931034484,307936,just right,5.0,12,612866,31.53448275862069,0.8039560439560439
20486,32.0,d,fit,62.0,39.224137931034484,308052,just right,4.0,8,520754,31.53448275862069,0.8039560439560439
20487,34.0,b,fit,62.0,39.224137931034484,308052,just right,4.0,4,216230,31.53448275862069,0.8039560439560439
20489,40.0,ddd/f,fit,66.0,39.224137931034484,308052,just right,5.0,32,867564,31.53448275862069,0.8039560439560439
20490,34.0,b,small,61.0,39.224137931034484,308968,just right,2.0,4,217806,31.53448275862069,0.8039560439560439
20491,32.0,b,fit,62.0,39.224137931034484,308968,just right,4.0,4,402225,31.53448275862069,0.8039560439560439
20493,42.0,dd/e,small,68.0,39.224137931034484,308968,just right,2.0,26,779160,31.53448275862069,0.8039560439560439
20494,42.0,d,fit,63.0,39.224137931034484,309090,slightly long,2.0,32,721824,31.53448275862069,0.8039560439560439
20495,36.0,b,fit,65.0,39.224137931034484,309090,just right,4.0,8,669919,31.53448275862069,0.8039560439560439
20496,36.0,dd/e,fit,68.0,39.224137931034484,309090,just right,5.0,20,238610,31.53448275862069,0.8039560439560439
20502,32.0,dd/e,fit,67.0,39.224137931034484,310889,slightly long,5.0,4,991877,31.53448275862069,0.8039560439560439
20504,34.0,c,fit,66.0,39.224137931034484,311425,just right,5.0,4,320759,31.53448275862069,0.8039560439560439
20505,30.0,dd/e,fit,64.0,39.224137931034484,312046,just right,5.0,8,385538,31.53448275862069,0.8039560439560439
20506,34.0,ddd/f,small,64.0,39.224137931034484,312792,,5.0,8,994336,31.53448275862069,0.8039560439560439
20509,36.0,c,fit,64.0,39.224137931034484,312792,just right,5.0,12,162012,31.53448275862069,0.8039560439560439
20530,32.0,a,small,62.0,39.224137931034484,312977,just right,1.0,1,349397,31.53448275862069,0.8039560439560439
20535,,aa,large,66.0,39.224137931034484,312977,slightly long,4.0,4,457710,31.53448275862069,0.8039560439560439
20537,46.0,b,fit,71.0,39.224137931034484,313928,just right,5.0,26,762612,31.53448275862069,0.8039560439560439
20540,34.0,,fit,62.0,39.224137931034484,314081,slightly long,4.0,8,314766,31.53448275862069,0.8039560439560439
20541,38.0,d,fit,69.0,39.224137931034484,314980,just right,5.0,15,811791,31.53448275862069,0.8039560439560439
20542,32.0,c,fit,60.0,39.224137931034484,314980,just right,3.0,4,654326,31.53448275862069,0.8039560439560439
20920,36.0,c,large,65.0,39.224137931034484,315683,slightly long,3.0,7,819391,31.53448275862069,0.8039560439560439
20922,34.0,b,small,63.0,39.224137931034484,316618,just right,2.0,4,813281,31.53448275862069,0.8039560439560439
20924,36.0,b,fit,62.0,39.224137931034484,316618,just right,5.0,8,998734,31.53448275862069,0.8039560439560439
20925,38.0,i,small,65.0,39.224137931034484,316618,slightly short,5.0,20,536237,31.53448275862069,0.8039560439560439
20926,34.0,b,small,64.0,39.224137931034484,317414,just right,4.0,8,976100,31.53448275862069,0.8039560439560439
20929,34.0,aa,fit,62.0,39.224137931034484,317667,just right,5.0,5,337285,31.53448275862069,0.8039560439560439
20930,38.0,d,large,63.0,39.224137931034484,317667,just right,5.0,11,345380,31.53448275862069,0.8039560439560439
20932,32.0,dd/e,fit,,39.224137931034484,318014,just right,5.0,8,933026,31.53448275862069,0.8039560439560439
20934,44.0,,fit,64.0,39.224137931034484,318898,just right,5.0,26,328424,31.53448275862069,0.8039560439560439
20937,34.0,a,fit,66.0,39.224137931034484,319262,just right,5.0,8,4893,31.53448275862069,0.8039560439560439
20938,36.0,b,fit,68.0,39.224137931034484,319262,just right,4.0,12,9385,31.53448275862069,0.8039560439560439
20939,34.0,d,small,67.0,39.224137931034484,319262,just right,5.0,4,983292,31.53448275862069,0.8039560439560439
20940,34.0,dd/e,small,63.0,39.224137931034484,319776,just right,3.0,4,585874,31.53448275862069,0.8039560439560439
20941,34.0,ddd/f,fit,67.0,39.224137931034484,319776,just right,3.0,8,574953,31.53448275862069,0.8039560439560439
20942,34.0,ddd/f,fit,64.0,39.224137931034484,319776,just right,5.0,8,334022,31.53448275862069,0.8039560439560439
20943,34.0,b,fit,66.0,39.224137931034484,320025,just right,5.0,4,249259,31.53448275862069,0.8039560439560439
20944,30.0,dd/e,large,64.0,39.224137931034484,320025,just right,4.0,8,385538,31.53448275862069,0.8039560439560439
20945,36.0,c,fit,63.0,39.224137931034484,320750,just right,5.0,8,253161,31.53448275862069,0.8039560439560439
20946,38.0,d,fit,65.0,39.224137931034484,320750,just right,4.0,12,527172,31.53448275862069,0.8039560439560439
20947,32.0,b,fit,64.0,39.224137931034484,320750,just right,5.0,4,799230,31.53448275862069,0.8039560439560439
20966,40.0,d,fit,72.0,39.224137931034484,320960,just right,5.0,20,802870,31.53448275862069,0.8039560439560439
20967,36.0,i,large,66.0,39.224137931034484,321400,slightly long,4.0,20,264630,31.53448275862069,0.8039560439560439
20970,36.0,c,fit,64.0,39.224137931034484,322363,just right,5.0,15,537819,31.53448275862069,0.8039560439560439
20973,,,fit,66.0,39.224137931034484,323131,just right,5.0,12,86862,31.53448275862069,0.8039560439560439
20974,32.0,c,fit,58.0,39.224137931034484,323131,just right,5.0,1,284945,31.53448275862069,0.8039560439560439
20975,32.0,c,large,66.0,39.224137931034484,323325,just right,4.0,5,155439,31.53448275862069,0.8039560439560439
20978,42.0,dd/e,fit,67.0,39.224137931034484,324093,just right,5.0,32,20580,31.53448275862069,0.8039560439560439
20980,36.0,c,large,61.0,39.224137931034484,324093,just right,5.0,8,8645,31.53448275862069,0.8039560439560439
20981,,a,large,63.0,39.224137931034484,324093,just right,3.0,4,697390,31.53448275862069,0.8039560439560439
20983,38.0,ddd/f,small,63.0,39.224137931034484,324458,just right,5.0,20,620359,31.53448275862069,0.8039560439560439
20985,38.0,b,large,63.0,39.224137931034484,325062,slightly long,2.0,12,570462,31.53448275862069,0.8039560439560439
20987,34.0,,large,64.0,39.224137931034484,325062,just right,4.0,1,32980,31.53448275862069,0.8039560439560439
20988,36.0,c,large,64.0,39.224137931034484,325062,slightly long,5.0,8,388895,31.53448275862069,0.8039560439560439
20990,38.0,d,fit,62.0,39.224137931034484,325062,slightly long,5.0,26,630962,31.53448275862069,0.8039560439560439
20991,,,large,64.0,39.224137931034484,325062,slightly long,4.0,26,652950,31.53448275862069,0.8039560439560439
21006,38.0,ddd/f,fit,64.0,39.224137931034484,326853,just right,4.0,26,262058,31.53448275862069,0.8039560439560439
21008,36.0,,fit,64.0,39.224137931034484,326853,just right,2.0,12,76638,31.53448275862069,0.8039560439560439
21013,36.0,c,large,67.0,39.224137931034484,327077,just right,3.0,8,476265,31.53448275862069,0.8039560439560439
21016,30.0,aa,fit,64.0,39.224137931034484,327281,just right,4.0,1,613212,31.53448275862069,0.8039560439560439
21018,34.0,d,fit,67.0,39.224137931034484,327330,just right,4.0,8,256831,31.53448275862069,0.8039560439560439
21019,40.0,dddd/g,large,65.0,39.224137931034484,327330,just right,3.0,15,202290,31.53448275862069,0.8039560439560439
21020,34.0,b,large,67.0,39.224137931034484,327330,just right,5.0,4,795950,31.53448275862069,0.8039560439560439
