,bra size,cup size,fit,height,hips,item_id,length,quality,size,user_id,waist,hip_waist_ratio
13937,34.0,a,fit,58.0,,171125,just right,4.0,4,424765,,0.8475235268649493
13939,,,fit,68.0,45.0,171125,just right,5.0,26,316393,38.0,0.8444444444444444
13940,36.0,ddd/f,fit,61.0,38.0,171125,just right,5.0,20,981248,32.0,0.8421052631578947
13941,34.0,d,fit,64.0,36.0,171125,just right,4.0,12,461240,31.0,0.8611111111111112
13942,36.0,c,fit,59.0,39.0,171125,just right,4.0,12,386332,33.0,0.8461538461538461
13943,32.0,ddd/f,fit,63.0,40.0,171125,just right,5.0,8,788325,34.0,0.85
13944,44.0,dddd/g,fit,64.0,38.0,171125,just right,4.0,38,602206,32.0,0.8421052631578947
13948,34.0,b,fit,63.0,41.0,171125,just right,5.0,4,454631,35.0,0.8536585365853658
13949,34.0,c,fit,62.0,40.0,171125,just right,5.0,8,238493,34.0,0.85
13950,38.0,ddd/f,fit,70.0,34.0,171125,just right,4.0,26,661409,29.0,0.8529411764705882
13951,34.0,b,fit,59.0,38.0,171125,just right,5.0,12,659815,32.0,0.8421052631578947
13955,36.0,dd/e,fit,64.0,33.0,171125,just right,5.0,12,257350,28.0,0.8484848484848485
13956,,,fit,63.0,41.0,171125,just right,5.0,12,183329,35.0,0.8536585365853658
13962,40.0,c,fit,67.0,,171125,just right,5.0,20,110933,,0.8475235268649493
13968,38.0,dd/e,fit,66.0,39.0,171125,just right,5.0,20,754084,33.0,0.8461538461538461
13972,,,fit,67.0,44.0,171125,just right,4.0,20,630924,37.0,0.8409090909090909
13977,34.0,dd/e,fit,68.0,34.0,171125,just right,5.0,12,462245,29.0,0.8529411764705882
13981,38.0,dd/e,fit,67.0,,171125,just right,4.0,15,664746,,0.8475235268649493
13985,36.0,d,fit,65.0,38.0,171125,just right,4.0,8,332301,32.0,0.8421052631578947
13986,34.0,b,fit,67.0,41.0,171125,just right,5.0,8,373793,35.0,0.8536585365853658
13987,34.0,dddd/g,fit,60.0,42.0,171125,just right,5.0,12,3217,36.0,0.8571428571428571
13991,32.0,d,fit,64.0,34.0,171125,just right,4.0,4,314932,29.0,0.8529411764705882
13992,32.0,a,fit,67.0,42.0,171125,just right,5.0,1,99793,36.0,0.8571428571428571
13993,42.0,dd/e,fit,63.0,,171125,just right,4.0,32,11101,,0.8475235268649493
13994,34.0,d,fit,62.0,,171125,just right,4.0,12,838532,,0.8475235268649493
13997,38.0,dd/e,fit,62.0,40.0,171125,just right,4.0,20,257783,34.0,0.85
14002,32.0,b,fit,66.0,46.0,171125,just right,5.0,4,225467,39.0,0.8478260869565217
14006,30.0,j,fit,61.0,37.0,171125,just right,5.0,12,980261,31.0,0.8378378378378378
14007,34.0,d,fit,69.0,,171125,just right,4.0,8,701282,,0.8475235268649493
14009,40.0,b,fit,62.0,39.0,171125,just right,5.0,15,162586,33.0,0.8461538461538461
14012,32.0,ddd/f,fit,62.0,38.0,171125,just right,4.0,8,980225,32.0,0.8421052631578947
14013,34.0,c,fit,70.0,30.0,171125,just right,5.0,8,597006,26.0,0.8666666666666667
14014,34.0,aa,fit,64.0,,171125,just right,5.0,4,25338,,0.8475235268649493
14016,36.0,d,fit,65.0,38.0,171125,just right,5.0,12,845051,32.0,0.8421052631578947
14017,42.0,d,fit,65.0,39.0,171125,just right,4.0,26,239902,33.0,0.8461538461538461
14021,34.0,a,fit,65.0,,171125,just right,4.0,1,485982,,0.8475235268649493
14022,36.0,d,fit,64.0,37.0,171125,just right,4.0,12,443498,31.0,0.8378378378378378
14027,32.0,d,fit,62.0,,171125,just right,4.0,1,820836,,0.8475235268649493
14030,42.0,ddd/f,fit,65.0,36.0,171125,just right,5.0,26,674084,31.0,0.8611111111111112
14032,42.0,c,fit,68.0,37.0,171125,just right,5.0,32,406384,31.0,0.8378378378378378
14036,36.0,dddd/g,fit,64.0,51.0,171125,just right,4.0,26,535659,43.0,0.8431372549019608
14037,34.0,b,fit,59.0,,171579,just right,4.0,8,795216,,0.8475235268649493
14039,34.0,d,fit,60.0,,171579,just right,4.0,12,828916,,0.8475235268649493
14040,34.0,b,fit,65.07546831585552,40.0,171579,just right,4.0,4,795976,34.0,0.85
14041,36.0,dd/e,fit,64.0,35.0,171579,just right,5.0,8,573888,30.0,0.8571428571428571
14044,34.0,d,fit,61.0,39.0,171579,just right,5.0,12,487904,33.0,0.8461538461538461
14046,32.0,c,fit,63.0,35.0,171579,just right,4.0,12,916282,30.0,0.8571428571428571
14047,36.0,a,fit,65.0,44.0,171579,just right,4.0,8,474673,37.0,0.8409090909090909
14048,34.0,a,fit,63.0,36.0,171579,just right,5.0,4,113503,31.0,0.8611111111111112
14060,38.0,d,fit,70.0,39.0,171579,just right,5.0,12,681114,33.0,0.8461538461538461
14061,38.0,c,fit,66.0,34.0,171579,just right,5.0,12,463535,29.0,0.8529411764705882
14063,38.0,c,fit,65.0,,171579,just right,5.0,12,11091,,0.8475235268649493
14065,34.0,c,fit,68.0,38.0,171579,just right,5.0,8,301548,32.0,0.8421052631578947
14066,32.0,c,fit,65.07546831585552,35.0,171579,just right,4.0,4,180600,30.0,0.8571428571428571
14067,36.0,b,fit,65.0,,171579,just right,4.0,8,683627,,0.8475235268649493
14070,34.0,c,fit,61.0,35.0,171579,just right,5.0,4,606524,30.0,0.8571428571428571
14073,36.0,c,fit,62.0,35.0,171579,just right,4.0,12,604188,30.0,0.8571428571428571
14074,36.0,dd/e,fit,61.0,35.0,171579,just right,5.0,12,630406,30.0,0.8571428571428571
14079,32.0,d,fit,66.0,38.0,171579,just right,5.0,4,321862,32.0,0.8421052631578947
14081,34.0,a,fit,64.0,36.0,171579,just right,4.0,4,277301,31.0,0.8611111111111112
14082,32.0,b,fit,63.0,40.0,171579,just right,4.0,4,354657,34.0,0.85
14083,32.0,c,fit,63.0,,171579,just right,5.0,4,413411,,0.8475235268649493
14084,34.0,a,fit,63.0,,171579,just right,4.0,4,812989,,0.8475235268649493
14086,34.0,b,fit,62.0,,171579,just right,5.0,4,71312,,0.8475235268649493
14088,32.0,d,fit,67.0,38.0,171579,just right,4.0,12,499187,32.0,0.8421052631578947
14092,38.0,d,fit,66.0,,171579,just right,5.0,8,943410,,0.8475235268649493
14094,34.0,d,fit,69.0,,171579,just right,4.0,4,43631,,0.8475235268649493
14098,38.0,c,fit,64.0,30.0,171579,just right,4.0,12,194301,26.0,0.8666666666666667
14099,30.0,b,fit,62.0,,171579,just right,4.0,4,827657,,0.8475235268649493
14100,38.0,b,fit,67.0,,171579,just right,5.0,12,669068,,0.8475235268649493
14103,34.0,dd/e,fit,61.0,35.0,171579,just right,4.0,4,896046,30.0,0.8571428571428571
14106,40.0,d,fit,61.0,33.0,171579,just right,4.0,12,315395,28.0,0.8484848484848485
14107,34.0,b,fit,66.0,33.0,171579,just right,5.0,8,15628,28.0,0.8484848484848485
14109,34.0,a,fit,67.0,40.0,171579,just right,5.0,4,796433,34.0,0.85
14110,32.0,b,fit,63.0,40.0,171579,just right,5.0,8,662527,34.0,0.85
14114,36.0,c,fit,67.0,35.0,171579,just right,4.0,12,552415,30.0,0.8571428571428571
14116,36.0,a,fit,61.0,40.0,171579,just right,4.0,8,456403,34.0,0.85
14117,34.0,b,fit,63.0,,171579,just right,5.0,4,600592,,0.8475235268649493
14120,36.0,d,fit,62.0,35.0,171579,just right,4.0,12,31330,30.0,0.8571428571428571
14121,32.0,c,fit,66.0,38.0,171579,just right,5.0,4,423694,32.0,0.8421052631578947
14122,36.0,b,fit,60.0,,171579,just right,5.0,8,24138,,0.8475235268649493
14123,34.0,d,fit,65.0,41.0,171579,just right,5.0,8,280362,35.0,0.8536585365853658
14125,36.0,d,fit,63.0,35.0,171579,just right,4.0,12,767431,30.0,0.8571428571428571
14126,32.0,d,fit,67.0,36.0,171579,just right,4.0,4,284522,31.0,0.8611111111111112
14128,38.0,dd/e,fit,67.0,36.0,171579,just right,5.0,12,187519,31.0,0.8611111111111112
14129,34.0,c,fit,63.0,38.0,171579,just right,4.0,12,703403,32.0,0.8421052631578947
14133,32.0,d,fit,60.0,40.0,171579,just right,4.0,8,503590,34.0,0.85
14134,32.0,b,fit,63.0,,171579,just right,4.0,4,292640,,0.8475235268649493
14139,32.0,d,fit,65.0,39.0,171579,just right,4.0,4,355830,33.0,0.8461538461538461
14141,36.0,c,fit,62.0,36.0,171579,just right,5.0,8,351864,31.0,0.8611111111111112
14146,34.0,ddd/f,fit,71.0,39.0,171579,just right,5.0,12,688011,33.0,0.8461538461538461
14148,32.0,dd/e,fit,63.0,34.0,171579,just right,5.0,12,21714,29.0,0.8529411764705882
14149,38.0,ddd/f,fit,65.0,,171579,just right,4.0,12,163790,,0.8475235268649493
14150,34.0,d,fit,61.0,35.0,171579,just right,4.0,4,153658,30.0,0.8571428571428571
14151,38.0,c,fit,68.0,42.0,171579,just right,4.0,12,583724,36.0,0.8571428571428571
14152,32.0,c,fit,62.0,34.0,171579,just right,5.0,4,982126,29.0,0.8529411764705882
14153,32.0,a,fit,61.0,37.0,171579,just right,4.0,4,87234,31.0,0.8378378378378378
14154,34.0,dd/e,fit,66.0,42.0,171579,just right,4.0,12,13339,29.0,0.6904761904761905
14155,34.0,c,fit,66.0,37.0,171579,just right,4.0,12,147981,31.0,0.8378378378378378
14160,36.0,b,fit,60.0,35.0,171579,just right,5.0,8,996922,30.0,0.8571428571428571
14161,34.0,c,fit,67.0,34.0,171579,just right,4.0,8,338173,29.0,0.8529411764705882
14162,34.0,b,fit,64.0,,171579,just right,4.0,8,42311,,0.8475235268649493
14164,34.0,b,fit,63.0,41.0,171579,just right,4.0,4,439068,35.0,0.8536585365853658
14166,34.0,d,fit,64.0,40.0,171579,just right,5.0,8,23387,34.0,0.85
14167,,,fit,63.0,44.0,171579,just right,5.0,4,751752,37.0,0.8409090909090909
14168,32.0,a,fit,61.0,46.0,171579,just right,4.0,4,317420,39.0,0.8478260869565217
14174,36.0,c,fit,66.0,,171579,just right,5.0,8,352545,,0.8475235268649493
14175,34.0,b,fit,64.0,34.0,171579,just right,4.0,12,932440,29.0,0.8529411764705882
14177,36.0,dd/e,fit,66.0,38.0,171579,just right,5.0,12,399035,32.0,0.8421052631578947
14178,34.0,b,fit,66.0,,171579,just right,5.0,4,85616,,0.8475235268649493
14179,36.0,b,fit,66.0,42.0,171579,just right,5.0,8,988315,36.0,0.8571428571428571
14180,32.0,d,fit,62.0,36.0,171579,just right,5.0,4,210905,31.0,0.8611111111111112
14183,34.0,d,fit,60.0,48.0,171579,just right,5.0,4,956224,41.0,0.8541666666666666
14184,30.0,i,fit,65.07546831585552,49.0,171579,just right,5.0,12,993124,42.0,0.8571428571428571
14185,34.0,d,fit,60.0,40.0,171579,just right,4.0,8,932800,34.0,0.85
14189,,,fit,64.0,44.0,171579,just right,4.0,4,727997,37.0,0.8409090909090909
14193,36.0,a,fit,63.0,39.0,171579,just right,4.0,12,777141,33.0,0.8461538461538461
14196,32.0,b,fit,67.0,35.0,171579,just right,5.0,4,573407,30.0,0.8571428571428571
14197,32.0,dd/e,fit,63.0,39.0,171579,just right,4.0,4,957160,33.0,0.8461538461538461
14199,36.0,c,fit,66.0,36.0,171579,just right,5.0,12,659728,31.0,0.8611111111111112
14202,36.0,b,fit,65.0,38.0,171579,just right,5.0,12,728861,32.0,0.8421052631578947
14205,34.0,b,fit,64.0,,171579,just right,4.0,4,559226,,0.8475235268649493
14207,34.0,d,fit,69.0,36.0,171579,just right,4.0,8,450817,31.0,0.8611111111111112
14210,36.0,c,fit,68.0,,171579,just right,4.0,12,532075,,0.8475235268649493
14213,34.0,a,fit,67.0,41.0,171579,just right,4.0,4,460178,35.0,0.8536585365853658
14220,34.0,d,fit,64.0,40.0,171579,just right,4.0,4,467802,34.0,0.85
14222,36.0,d,fit,64.0,35.0,171579,just right,5.0,12,777437,30.0,0.8571428571428571
14223,34.0,b,fit,60.0,38.0,171579,just right,4.0,4,573573,32.0,0.8421052631578947
14225,36.0,dddd/g,fit,61.0,36.0,171579,just right,5.0,12,78624,31.0,0.8611111111111112
14227,34.0,c,fit,63.0,44.0,171579,just right,5.0,8,373959,37.0,0.8409090909090909
14229,34.0,b,fit,63.0,40.0,171579,just right,4.0,4,128402,34.0,0.85
14230,34.0,d,fit,64.0,,171579,just right,4.0,4,77796,,0.8475235268649493
14231,32.0,ddd/f,fit,66.0,,171579,just right,5.0,4,188297,,0.8475235268649493
14233,36.0,c,fit,68.0,,171579,just right,4.0,12,875031,,0.8475235268649493
14234,36.0,b,fit,63.0,40.0,171579,just right,5.0,12,654112,34.0,0.85
14236,36.0,a,fit,64.0,,171579,just right,4.0,4,441428,,0.8475235268649493
14239,32.0,dddd/g,fit,65.0,37.0,171579,just right,4.0,12,698784,31.0,0.8378378378378378
14240,34.0,c,fit,64.0,35.0,171579,just right,4.0,8,194102,30.0,0.8571428571428571
14247,34.0,a,fit,64.0,35.0,171579,just right,5.0,4,605493,30.0,0.8571428571428571
14252,36.0,dd/e,fit,66.0,,171579,just right,5.0,8,859555,,0.8475235268649493
14255,34.0,a,fit,67.0,,171579,just right,4.0,4,52279,,0.8475235268649493
14262,34.0,d,fit,64.0,35.0,171740,just right,4.0,7,356701,30.0,0.8571428571428571
14263,34.0,h,fit,65.0,35.0,171740,just right,4.0,9,277464,30.0,0.8571428571428571
14264,36.0,b,fit,64.0,,171740,just right,5.0,9,313497,,0.8475235268649493
14265,32.0,b,fit,63.0,,171740,just right,4.0,7,85532,,0.8475235268649493
14267,36.0,b,fit,60.0,54.0,171740,just right,5.0,9,24138,46.0,0.8518518518518519
14268,32.0,dd/e,fit,63.0,,171740,just right,4.0,7,795229,,0.8475235268649493
14270,38.0,dd/e,fit,69.0,36.0,171740,just right,5.0,13,911719,31.0,0.8611111111111112
14271,32.0,h,fit,71.0,48.0,171740,just right,5.0,9,428191,41.0,0.8541666666666666
14273,34.0,ddd/f,fit,64.0,60.0,171740,just right,5.0,15,485650,51.0,0.85
14279,38.0,dd/e,fit,67.0,48.0,171740,just right,4.0,11,13890,41.0,0.8541666666666666
14281,,,fit,62.0,44.0,171740,just right,4.0,5,877323,37.0,0.8409090909090909
14283,34.0,a,fit,61.0,32.0,171740,just right,5.0,5,385408,27.0,0.84375
14284,36.0,d,fit,62.0,44.0,171740,just right,4.0,11,310419,37.0,0.8409090909090909
14286,34.0,b,fit,63.0,41.0,171740,just right,5.0,5,29162,35.0,0.8536585365853658
14290,32.0,d,fit,68.0,36.0,171740,just right,5.0,9,904809,31.0,0.8611111111111112
14294,,,fit,63.0,,171740,just right,4.0,15,329691,,0.8475235268649493
14295,34.0,b,fit,64.0,35.0,171740,just right,5.0,7,279853,30.0,0.8571428571428571
14296,,,fit,63.0,35.0,171740,just right,4.0,11,271273,30.0,0.8571428571428571
14297,38.0,c,fit,64.0,37.0,171740,just right,5.0,13,225703,31.0,0.8378378378378378
14299,34.0,b,fit,65.07546831585552,36.0,171740,just right,5.0,5,215923,31.0,0.8611111111111112
14300,36.0,dd/e,fit,62.0,,171740,just right,5.0,11,363709,,0.8475235268649493
14302,32.0,ddd/f,fit,62.0,36.0,171740,just right,5.0,9,424739,31.0,0.8611111111111112
14304,34.0,b,fit,63.0,,171740,just right,4.0,5,918027,,0.8475235268649493
14305,36.0,d,fit,64.0,41.0,171740,just right,4.0,13,626957,35.0,0.8536585365853658
14306,38.0,a,fit,63.0,,171740,just right,5.0,13,560692,,0.8475235268649493
14307,34.0,ddd/f,fit,67.0,34.0,171740,just right,5.0,9,971189,29.0,0.8529411764705882
14310,38.0,c,fit,63.0,32.0,171740,just right,5.0,13,338545,27.0,0.84375
14312,36.0,dd/e,fit,65.0,38.0,171740,just right,4.0,9,416108,32.0,0.8421052631578947
14314,36.0,d,fit,60.0,46.0,171740,just right,5.0,15,228320,39.0,0.8478260869565217
14315,34.0,ddd/f,fit,66.0,36.0,171740,just right,5.0,11,642363,31.0,0.8611111111111112
14320,36.0,a,fit,66.0,50.0,171740,just right,5.0,13,665141,42.0,0.84
14321,38.0,c,fit,62.0,50.0,171740,just right,5.0,11,678745,42.0,0.84
14322,34.0,d,fit,61.0,38.0,171740,just right,5.0,5,22292,32.0,0.8421052631578947
14324,36.0,b,fit,65.0,36.0,171740,just right,5.0,9,845035,31.0,0.8611111111111112
14326,34.0,a,fit,62.0,48.0,171740,just right,4.0,11,688545,41.0,0.8541666666666666
14327,44.0,c,fit,64.0,40.0,171740,just right,5.0,7,693066,34.0,0.85
14328,34.0,ddd/f,fit,66.0,,171740,just right,5.0,11,836852,,0.8475235268649493
14330,36.0,b,fit,62.0,46.0,171740,just right,4.0,7,462591,39.0,0.8478260869565217
14339,38.0,dd/e,fit,62.0,,171740,just right,4.0,7,464243,,0.8475235268649493
14340,36.0,c,fit,62.0,43.0,171740,just right,5.0,7,697515,37.0,0.8604651162790697
14341,34.0,dd/e,fit,69.0,43.0,171740,just right,4.0,9,95995,37.0,0.8604651162790697
14343,34.0,c,fit,66.0,35.0,171740,just right,5.0,7,875551,30.0,0.8571428571428571
14346,38.0,dd/e,fit,68.0,38.0,171740,just right,5.0,15,106698,32.0,0.8421052631578947
14351,32.0,a,fit,66.0,,171740,just right,5.0,5,239525,,0.8475235268649493
14352,34.0,dd/e,fit,63.0,,171740,just right,4.0,9,755234,,0.8475235268649493
14354,36.0,d,fit,66.0,37.0,171740,just right,4.0,13,283879,31.0,0.8378378378378378
14355,32.0,c,fit,64.0,40.0,171740,just right,4.0,5,468217,34.0,0.85
14360,36.0,d,fit,65.0,,171740,just right,4.0,11,838169,,0.8475235268649493
14361,36.0,b,fit,66.0,43.0,171740,just right,5.0,9,489271,37.0,0.8604651162790697
14362,38.0,dd/e,fit,70.0,38.0,171740,just right,4.0,15,964467,32.0,0.8421052631578947
14364,34.0,d,fit,64.0,,171740,just right,5.0,11,712462,,0.8475235268649493
14366,42.0,dd/e,fit,63.0,38.0,171740,just right,5.0,18,722231,32.0,0.8421052631578947
14367,32.0,d,fit,70.0,,171740,just right,5.0,5,805441,,0.8475235268649493
14373,32.0,b,fit,64.0,47.0,171740,just right,5.0,5,626923,40.0,0.851063829787234
14374,36.0,b,fit,62.0,39.0,171740,just right,5.0,7,175423,33.0,0.8461538461538461
14376,36.0,c,fit,63.0,,171740,just right,5.0,11,847509,,0.8475235268649493
14378,,,fit,64.0,48.0,171740,just right,5.0,5,354592,41.0,0.8541666666666666
14380,34.0,dd/e,fit,63.0,,171740,just right,5.0,9,225947,,0.8475235268649493
14382,34.0,dd/e,fit,61.0,,171740,just right,5.0,9,613399,,0.8475235268649493
14383,36.0,a,fit,66.0,,171740,just right,4.0,7,711548,,0.8475235268649493
14384,38.0,c,fit,64.0,43.0,171740,just right,5.0,11,487053,37.0,0.8604651162790697
14385,32.0,d,fit,63.0,42.0,171740,just right,4.0,9,708217,36.0,0.8571428571428571
14390,,,fit,63.0,52.0,171740,just right,4.0,5,527813,44.0,0.8461538461538461
14391,32.0,a,fit,65.0,31.0,171740,just right,5.0,15,946659,26.0,0.8387096774193549
14393,32.0,b,fit,58.0,,171740,just right,4.0,5,535186,,0.8475235268649493
14399,38.0,c,fit,65.0,,171740,just right,4.0,13,145297,,0.8475235268649493
14401,32.0,b,fit,63.0,,171740,just right,5.0,5,697265,,0.8475235268649493
14402,34.0,b,fit,62.0,45.0,171740,just right,4.0,5,554973,38.0,0.8444444444444444
14407,34.0,d,fit,62.0,44.0,171740,just right,5.0,9,426276,37.0,0.8409090909090909
14408,40.0,d,fit,66.0,38.0,171740,just right,4.0,18,70209,32.0,0.8421052631578947
14409,36.0,d,fit,63.0,41.0,171740,just right,4.0,11,215080,35.0,0.8536585365853658
14410,34.0,d,fit,67.0,40.0,171740,just right,5.0,5,835713,34.0,0.85
14411,38.0,dd/e,fit,64.0,42.0,171740,just right,5.0,15,567346,36.0,0.8571428571428571
14412,36.0,b,fit,67.0,37.0,171740,just right,5.0,9,166883,31.0,0.8378378378378378
14414,36.0,c,fit,60.0,,171740,just right,5.0,9,745828,,0.8475235268649493
14416,34.0,c,fit,69.0,40.0,171740,just right,5.0,9,196710,34.0,0.85
14421,,,fit,62.0,,171740,just right,5.0,9,130809,,0.8475235268649493
14423,34.0,a,fit,64.0,,171740,just right,5.0,5,471276,,0.8475235268649493
14424,36.0,dd/e,fit,61.0,33.0,171740,just right,4.0,13,526761,28.0,0.8484848484848485
14427,34.0,d,fit,68.0,35.0,171740,just right,5.0,9,242228,30.0,0.8571428571428571
14428,38.0,d,fit,65.0,45.0,171740,just right,5.0,18,68943,38.0,0.8444444444444444
14431,34.0,ddd/f,fit,64.0,,171740,just right,5.0,9,690643,,0.8475235268649493
14432,36.0,dddd/g,fit,60.0,39.0,171740,just right,5.0,13,222996,33.0,0.8461538461538461
14433,,,fit,63.0,35.0,171740,just right,5.0,27,475783,30.0,0.8571428571428571
14434,38.0,dd/e,fit,64.0,37.0,171740,just right,5.0,24,627379,31.0,0.8378378378378378
14439,32.0,b,fit,61.0,43.0,171740,just right,4.0,5,960638,37.0,0.8604651162790697
14440,32.0,ddd/f,fit,65.0,38.0,171740,just right,4.0,9,904049,32.0,0.8421052631578947
14441,32.0,c,fit,63.0,39.0,171740,just right,4.0,5,153698,33.0,0.8461538461538461
14443,,,fit,61.0,40.0,171740,just right,5.0,7,438085,34.0,0.85
14444,34.0,a,fit,65.0,,171740,just right,5.0,5,603139,,0.8475235268649493
14445,38.0,d,fit,62.0,48.0,171740,just right,5.0,13,591566,41.0,0.8541666666666666
14446,,b,fit,64.0,37.0,171740,just right,5.0,9,276765,31.0,0.8378378378378378
14449,32.0,ddd/f,fit,65.0,,171740,just right,5.0,5,669884,,0.8475235268649493
14451,34.0,b,fit,62.0,43.0,171740,just right,5.0,7,152708,37.0,0.8604651162790697
14452,32.0,ddd/f,fit,63.0,39.0,171740,just right,5.0,11,561840,33.0,0.8461538461538461
14453,36.0,dd/e,fit,67.0,39.0,171740,just right,5.0,13,693963,33.0,0.8461538461538461
14455,28.0,c,fit,66.0,34.0,171740,just right,4.0,5,223624,29.0,0.8529411764705882
14460,36.0,dd/e,fit,65.0,,171740,just right,4.0,11,870480,,0.8475235268649493
14461,34.0,b,fit,64.0,36.0,171740,just right,5.0,9,488474,31.0,0.8611111111111112
14464,40.0,d,fit,69.0,34.0,171740,just right,4.0,24,712227,29.0,0.8529411764705882
14466,40.0,dddd/g,fit,64.0,,171740,just right,4.0,15,617819,,0.8475235268649493
14472,36.0,dd/e,fit,68.0,,171740,just right,5.0,11,533477,,0.8475235268649493
14473,40.0,dd/e,fit,65.07546831585552,,171740,just right,4.0,21,980563,,0.8475235268649493
14475,34.0,b,fit,64.0,36.0,171740,just right,4.0,9,79284,31.0,0.8611111111111112
14476,36.0,b,fit,65.0,30.0,171740,just right,4.0,9,12315,26.0,0.8666666666666667
14477,42.0,ddd/f,fit,64.0,35.0,171740,just right,5.0,21,663741,30.0,0.8571428571428571
14478,34.0,c,fit,66.0,,171740,just right,4.0,9,25590,,0.8475235268649493
14480,34.0,b,fit,69.0,35.0,171740,just right,5.0,5,148267,30.0,0.8571428571428571
14481,38.0,dd/e,fit,66.0,37.0,171740,just right,5.0,24,352484,31.0,0.8378378378378378
14484,34.0,a,fit,61.0,38.0,171740,just right,5.0,7,872516,32.0,0.8421052631578947
14487,38.0,dd/e,fit,64.0,,171740,just right,5.0,21,619461,,0.8475235268649493
14489,34.0,d,fit,60.0,35.0,171740,just right,5.0,7,779530,30.0,0.8571428571428571
14490,32.0,dd/e,fit,63.0,43.0,171740,just right,5.0,7,460011,37.0,0.8604651162790697
14491,42.0,dd/e,fit,67.0,44.0,171740,just right,5.0,30,785615,37.0,0.8409090909090909
14492,38.0,d,fit,67.0,40.0,171740,just right,4.0,13,581596,34.0,0.85
14495,34.0,d,fit,64.0,37.0,171740,just right,5.0,7,723543,31.0,0.8378378378378378
14498,36.0,dddd/g,fit,61.0,,171740,just right,4.0,21,740707,,0.8475235268649493
14500,38.0,dd/e,fit,64.0,40.0,171740,just right,5.0,21,910884,34.0,0.85
14506,34.0,b,fit,63.0,40.0,171740,just right,5.0,5,856254,34.0,0.85
14507,32.0,c,fit,67.0,41.0,171740,just right,4.0,5,378662,35.0,0.8536585365853658
14509,34.0,c,fit,64.0,,171740,just right,5.0,5,692175,,0.8475235268649493
14510,38.0,dd/e,fit,66.0,,171740,just right,5.0,18,955881,,0.8475235268649493
14511,38.0,c,fit,64.0,,171740,just right,5.0,15,408250,,0.8475235268649493
14514,34.0,c,fit,65.07546831585552,30.0,171740,just right,5.0,9,81379,26.0,0.8666666666666667
14517,34.0,dd/e,fit,63.0,35.0,171740,just right,5.0,9,243185,30.0,0.8571428571428571
14518,34.0,c,fit,68.0,,171740,just right,5.0,11,374226,,0.8475235268649493
14520,34.0,b,fit,68.0,42.0,171740,just right,5.0,9,410906,35.0,0.8333333333333334
14521,34.0,d,fit,69.0,41.0,171740,just right,4.0,9,694824,35.0,0.8536585365853658
14523,36.0,c,fit,61.0,,171740,just right,5.0,7,799832,,0.8475235268649493
14524,34.0,d,fit,66.0,52.0,171740,just right,5.0,9,22155,44.0,0.8461538461538461
14525,34.0,c,fit,64.0,35.0,171740,just right,5.0,7,223898,30.0,0.8571428571428571
14528,38.0,dd/e,fit,64.0,,171740,just right,5.0,18,14493,,0.8475235268649493
14530,34.0,b,fit,66.0,35.0,171740,just right,5.0,5,569011,30.0,0.8571428571428571
14532,36.0,c,fit,67.0,35.0,171740,just right,5.0,9,13810,30.0,0.8571428571428571
14536,38.0,dd/e,fit,65.0,,171740,just right,5.0,11,650727,,0.8475235268649493
14537,34.0,d,fit,62.0,,171740,just right,4.0,5,697440,,0.8475235268649493
14538,34.0,d,fit,65.0,41.0,171740,just right,4.0,9,727416,35.0,0.8536585365853658
14539,,,fit,63.0,,171740,just right,4.0,5,427387,,0.8475235268649493
14540,36.0,d,fit,65.0,35.0,171740,just right,5.0,9,536506,30.0,0.8571428571428571
14541,34.0,b,fit,65.0,36.0,171740,just right,5.0,7,997329,31.0,0.8611111111111112
14542,34.0,d,fit,62.0,,171740,just right,5.0,9,160426,,0.8475235268649493
14543,36.0,b,fit,70.0,38.0,171740,just right,4.0,9,858957,32.0,0.8421052631578947
14544,32.0,b,fit,66.0,,171740,just right,5.0,5,877732,,0.8475235268649493
14546,34.0,c,fit,68.0,38.0,171740,just right,5.0,9,632575,32.0,0.8421052631578947
14548,34.0,dd/e,fit,68.0,,171740,just right,5.0,9,278297,,0.8475235268649493
14549,34.0,c,fit,63.0,40.0,171740,just right,5.0,9,556131,34.0,0.85
14550,38.0,d,fit,61.0,,171740,just right,5.0,13,484685,,0.8475235268649493
14551,36.0,d,fit,67.0,34.0,171740,just right,4.0,13,814125,29.0,0.8529411764705882
14553,36.0,d,fit,61.0,37.0,171740,just right,5.0,13,24381,31.0,0.8378378378378378
14554,34.0,b,fit,66.0,,171740,just right,4.0,5,115961,,0.8475235268649493
14557,36.0,b,fit,62.0,33.0,171740,just right,4.0,5,263646,28.0,0.8484848484848485
14559,38.0,d,fit,69.0,,171740,just right,5.0,11,905904,,0.8475235268649493
14560,34.0,c,fit,70.0,40.0,171740,just right,5.0,9,365182,34.0,0.85
14561,32.0,d,fit,69.0,,171740,just right,5.0,11,315432,,0.8475235268649493
14562,32.0,c,fit,63.0,41.0,171740,just right,4.0,5,30184,35.0,0.8536585365853658
14563,34.0,d,fit,64.0,,171740,just right,5.0,5,806364,,0.8475235268649493
14564,34.0,a,fit,62.0,,171740,just right,5.0,5,17117,,0.8475235268649493
14566,40.0,c,fit,67.0,,171740,just right,4.0,11,511060,,0.8475235268649493
14567,34.0,b,fit,65.0,41.0,171740,just right,5.0,7,505098,35.0,0.8536585365853658
